site,year,block,plot,pd,pd_fac,rate,sample_date_standcounts,seedling_n,sample_date_groundcover,sp1_gc,sp2_gc,sp3_gc,canopy_cover,sample_date_anthesis,sp1,sp2,sp3,rye_g,weed_g,RCI_weeds,rye_kg,weed_kg,GDD_greenup,GDD_anthesis,soil_n,soil_pH,soil_p,soil_OM,rate.r
VT,2022,2,206,9/20/22,1,15,10/5/21,12,4/5/22,STEME,CERVU,na,25.06,5/20/22,CERVU,na,na,117.55,2.96,-0.87202767,4702,118.4,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,3,305,9/20/22,1,15,10/5/21,23,4/5/22,PLALA,na,na,29.05,5/20/22,MELAL,na,na,146.09,5.8,-0.904163913,5843.6,232,893.38,1451.35,17.9205,6.94,48,3.65,15
VT,2022,2,207,9/29/22,1.5,15,10/12/21,6,4/5/22,STEME,TAROF,na,11.2,5/20/22,STEME,TAROF,na,45.98044243,3.72,-0.698051948,1839.217697,148.8,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,3,312,9/29/22,1.5,15,10/12/21,9,4/5/22,STEME,na,na,18.09,5/20/22,CAPBP,na,na,97.04582705,2.06,-0.771871539,3881.833082,82.4,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,1,110,9/29/22,1.5,15,10/12/21,14,4/5/22,STEME,TAROF,na,23.17,5/20/22,STEME,TAROF,na,85.83539467,3.91,-0.909866298,3433.415787,156.4,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,4,412,9/29/22,1.5,15,10/12/21,6,4/5/22,na,na,na,6.83,5/20/22,CAPBP,TRFPR,na,42.23054299,1.46,-0.951219512,1689.22172,58.4,675.28,1233.25,27.132,7.12,31,3.84,15
VT,2022,1,118,10/7/22,2,15,10/14/21,3,4/5/22,STEME,na,na,4.17,5/20/22,STEME,STEME,na,68.96,3.2,-0.452054795,2758.4,128,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,2,217,10/7/22,2,15,10/14/21,4,4/5/22,na,na,na,3.87,5/20/22,CHEAL,bindweed,TRFPR,55.05,0.51,-0.95735786,2202,20.4,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,3,315,10/7/22,2,15,10/14/21,9,4/5/22,na,na,na,10.47,5/20/22,TRFPR,bindweed,na,126.54,0,-1,5061.6,0,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,4,417,10/7/22,2,15,10/14/21,9,4/5/22,TAROF,na,na,7.24,5/20/22,TRFPR,bindweed,CHEAL,95.39,0,-1,3815.6,0,563.57,1121.53,27.3615,7.06,50,3.85,15
VT,2022,3,324,10/13/22,2.5,15,11/3/21,17,4/5/22,STEME,PLALA,na,5.87,5/20/22,white clover,CAPBP,STEME,79.03467742,5.98,-0.139568345,3161.387097,239.2,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,1,120,10/13/22,2.5,15,11/3/21,10,4/5/22,PLALA,na,na,3.76,5/20/22,STEME,CAPBP,CERVU,45.62903226,5.38,-0.443064182,1825.16129,215.2,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,2,224,10/13/22,2.5,15,11/3/21,4,4/5/22,STEME,TRFPR,na,1.82,5/20/22,TRFPR,STEME,CHEAL,54.73629032,7.47,-0.593800979,2189.451613,298.8,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,4,424,10/13/22,2.5,15,11/3/21,8,4/5/22,na,na,na,6.83,5/20/22,CHEAL,TAROF,DIGSA,47.725,0,-1,1909,0,427.27,985.23,12.8805,6.6,81,3.43,15
VT,2022,4,430,10/20/22,3,15,11/10/21,4,4/5/22,STEME,na,na,0.66,5/20/22,STEME,CHEAL,PLAMA,51.5,12.88,5.814814815,2060,515.2,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,1,127,10/20/22,3,15,11/10/21,5,4/5/22,STEME,na,na,0.11,5/20/22,STEME,CHEAL,na,20.26,11.17,1.986631016,810.4,446.8,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,3,326,10/20/22,3,15,11/10/21,2,4/5/22,na,na,na,0.19,5/20/22,STEME,TAROF,CHEAL,19.41,5.43,-0.663360198,776.4,217.2,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2022,2,225,10/20/22,3,15,11/10/21,1,4/5/22,STEME,na,na,0.08,5/20/22,TAROF,STEME,CHEAL,12.95,5.36,-0.779695849,518,214.4,297.97,855.93,11.8755,6.05,51,3.27,15
VT,2023,3,312,9/19/22,1.5,15,10/4/22,12,4/6/23,CERFO,na,na,30.96,5/30/23,CAPBP,CERFO,na,199.34,7.5,-0.886191199,7973.6,300,825.81,1592.58,5.85,6.71,38,3.34,15
VT,2023,4,420,10/3/22,2.5,15,10/20/22,16,4/6/23,na,na,na,32.22,5/30/23,CAPBP,na,na,251.87,0.2,-0.957446809,10074.8,8,617.1164091,1383.892789,26.95,6.49,54,3.38,15
VT,2023,2,207,9/19/22,1.5,15,10/4/22,9,4/6/23,na,na,na,47.91,5/30/23,CAPBP,na,na,316.2,1.1,-0.96345515,12648,44,825.81,1592.58,5.85,6.71,38,3.34,15
VT,2023,3,328,10/10/22,3,15,10/27/22,9,4/6/23,na,na,na,9.36,5/30/23,CAPBP,na,na,199.48,0.1,-0.975609756,7979.2,4,542.92,1309.70,42.7,6.13,66,3.75,15
VT,2023,3,302,9/12/22,1,15,9/29/22,10,4/6/23,na,na,na,63.21,5/30/23,CAPBP,na,na,276.29,0.2,-0.979591837,11051.6,8,978.71,1745.48,38.4,6.71,54,4.04,15
VT,2023,4,411,9/19/22,1.5,15,10/4/22,10,4/6/23,SINAR,na,na,48.5,5/30/23,TAROF,CERFO,na,194.13,0.1,-0.980769231,7765.2,4,825.81,1592.58,5.85,6.71,38,3.34,15
VT,2023,2,206,9/12/22,1,15,9/29/22,23,4/6/23,na,na,na,80.41,5/30/23,CAPBP,na,na,291.2,0.3,-0.995145631,11648,12,978.71,1745.48,38.4,6.71,54,4.04,15
VT,2023,1,105,9/12/22,1,15,9/29/22,21,4/6/23,na,na,na,79.6,5/30/23,na,na,na,305.9,0,-1,12236,0,978.71,1745.48,38.4,6.71,54,4.04,15
VT,2023,1,108,9/19/22,1.5,15,10/4/22,5,4/6/23,na,na,na,25.37,5/30/23,na,na,na,171,0,-1,6840,0,825.81,1592.58,5.85,6.71,38,3.34,15
VT,2023,1,114,9/24/22,2,15,10/10/22,7,4/6/23,na,na,na,35.5,5/30/23,na,na,na,135.71,0,-1,5428.4,0,743.41,1510.18,14.9,6.96,43,3.74,15
VT,2023,1,122,10/3/22,2.5,15,10/20/22,17,4/6/23,na,na,na,20.5,5/30/23,na,na,na,146.01,0,-1,5840.4,0,617.1164091,1383.892789,26.95,6.49,54,3.38,15
VT,2023,1,125,10/10/22,3,15,10/27/22,16,4/6/23,na,na,na,17.38,5/30/23,na,na,na,199.59,0,-1,7983.6,0,542.92,1309.70,42.7,6.13,66,3.75,15
VT,2023,2,213,9/24/22,2,15,10/10/22,11,4/6/23,na,na,na,36.34,5/30/23,na,na,na,194.39,0,-1,7775.6,0,743.41,1510.18,14.9,6.96,43,3.74,15
VT,2023,2,223,10/3/22,2.5,15,10/20/22,19,4/6/23,na,na,na,13.66,5/30/23,CAPBP,na,na,141.65,0,-1,5666,0,617.1164091,1383.892789,26.95,6.49,54,3.38,15
VT,2023,2,227,10/10/22,3,15,10/27/22,11,4/6/23,na,na,na,5.43,5/30/23,na,na,na,126.91,0,-1,5076.4,0,542.92,1309.70,42.7,6.13,66,3.75,15
VT,2023,3,316,9/24/22,2,15,10/10/22,16,4/6/23,na,na,na,62.12,5/30/23,na,na,na,300.78,0,-1,12031.2,0,743.41,1510.18,14.9,6.96,43,3.74,15
VT,2023,3,320,10/3/22,2.5,15,10/20/22,13,4/6/23,na,na,na,27.85,5/30/23,na,na,na,285.98,0,-1,11439.2,0,617.1164091,1383.892789,26.95,6.49,54,3.38,15
VT,2023,4,406,9/12/22,1,15,9/29/22,17,4/6/23,na,na,na,71.88,5/30/23,na,na,na,257.44,0,-1,10297.6,0,978.71,1745.48,38.4,6.71,54,4.04,15
VT,2023,4,413,9/24/22,2,15,10/10/22,16,4/6/23,na,na,na,43.72,5/30/23,na,na,na,126.87,0,-1,5074.8,0,743.41,1510.18,14.9,6.96,43,3.74,15
VT,2023,4,429,10/10/22,3,15,10/27/22,13,4/6/23,na,na,na,4.79,5/30/23,na,na,na,123.98,0,-1,4959.2,0,542.92,1309.70,42.7,6.13,66,3.75,15
CT,2023,1,6,9/29/22,1,25,10/18/22,25,4/13/23,CYPES,na,na,30.1,5/23/23,CYPES,STEME,TRFPR,137.7,20,5.25,5508,800,925.08,1493.70,15.8,6.23,87,3.86,30
CT,2023,2,24,10/13/22,2,25,11/3/22,17,4/13/23,STEME,na,na,11.22,5/23/23,STEME,TRFPR,VERAR,94.6,7.2,0.846153846,3784,288,768.56,1337.18,19.6,6.2,85,3.94,30
CT,2023,2,36,10/31/22,3,25,11/17/22,14,4/13/23,na,na,na,0.24,5/23/23,STEME,AMBEL,POLPE,4.5,12.4,0.227722772,180,496,552.86,1121.48,29.05,6.02,85,3.76,30
CT,2023,1,7,10/13/22,2,25,11/3/22,22,4/13/23,STEME,na,na,7.54,5/23/23,STEME,TRFPR,PLAMA,46.6,11.4,-0.197183099,1864,456,768.56,1337.18,19.6,6.2,85,3.94,30
CT,2023,3,41,10/31/22,3,25,11/17/22,10,4/13/23,na,na,na,0.87,5/24/23,VERSE,CAPBP,CHEAL,6.9,7.8,-0.438848921,276,312,552.86,1121.48,29.05,6.02,85,3.76,30
CT,2023,3,51,9/29/22,1,25,10/18/22,16,4/13/23,STEME,na,na,10.55,5/24/23,TRFPR,STEME,VERSE,51.5,5.8,-0.457943925,2060,232,925.08,1493.70,15.8,6.23,87,3.86,30
CT,2023,3,45,10/13/22,2,25,11/3/22,24,4/13/23,na,na,na,6.86,5/24/23,TRFPR,STEME,na,97.3,4.8,-0.52,3892,192,768.56,1337.18,19.6,6.2,85,3.94,30
CT,2023,2,26,9/29/22,1,25,10/18/22,49,4/13/23,STEME,na,na,38.35,5/23/23,STEME,TRFPR,na,176.2,10.5,-0.599236641,7048,420,925.08,1493.70,15.8,6.23,87,3.86,30
CT,2023,1,13,10/31/22,3,25,11/17/22,11,4/13/23,na,na,na,0.85,5/23/23,AMBEL,STEME,CYPES,4.2,3.8,-0.691056911,168,152,552.86,1121.48,29.05,6.02,85,3.76,30
DE,2023,1,103,10/12/2022,1,25,12/8/22,34,4/4/23,VIORA,VERHE,VICSA,45.87,5/10/23,VIORA,VICSA,na,101,11,-0.583333333,4040,440,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,1,114,10/31/2022,2,25,12/8/22,12,4/4/23,VIORA,VICSA,VERHE,19.56,5/10/23,VIORA,VICSA,OEOLA,28.8,31.4,0.670212766,1152,1256,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,1,118,11/17/2022,3,25,12/8/22,19,4/4/23,VIORA,na,na,13.98,5/10/23,VIORA,na,na,20,30.8,-0.104651163,800,1232,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,2,206,10/31/2022,2,25,12/8/22,15,4/4/23,VIORA,VERHE,na,13.84,5/10/23,VIORA,na,na,61.2,19,-0.362416107,2448,760,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,2,214,10/12/2022,1,25,12/8/22,20,4/4/23,VIORA,na,na,15.39,5/10/23,VIORA,STEME,na,63,8.4,-0.712328767,2520,336,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,2,219,11/17/2022,3,25,12/8/22,18,4/4/23,VIORA,na,na,14.6,5/10/23,VIORA,na,na,18.4,29.4,0.214876033,736,1176,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,3,306,11/17/2022,3,25,12/8/22,17,4/4/23,VIORA,HLOUM,LAMAM,8.7,5/10/23,VIORA,OEOLA,STEME,11.6,26,2.421052632,464,1040,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,3,309,10/12/2022,1,25,12/8/22,21,4/4/23,VIORA,LAMAM,na,18.21,5/10/23,VIORA,na,na,77.8,7.2,-0.788235294,3112,288,1285.61,1948.46,1.5,6.57,207,1.32,30
DE,2023,3,319,10/31/2022,2,25,12/8/22,26,4/4/23,VIORA,OEOLA,LAMAM,14.75,5/10/23,VIORA,OEOLA,na,50.6,7,-0.675925926,2024,280,1159.67,1829.20,1.55,6.7,221,1.24,30
DE,2023,4,401,10/12/2022,1,25,12/8/22,22,4/4/23,CERFO,HLOUM,VIORA,17.51,5/10/23,CERFO,VIORA,na,42.6,6.2,-0.75,1704,248,1455.98,2125.50,1.5,6.57,207,1.32,30
DE,2023,4,409,11/17/2022,3,25,12/8/22,12,4/4/23,VIORA,OEOLA,na,12.8,5/10/23,VIORA,OEOLA,na,11.6,16.2,-0.467105263,464,648,863.50,1533.03,1.7,6.68,202,1.3,30
DE,2023,4,418,10/31/2022,2,25,12/8/22,22,4/4/23,VIORA,OEOLA,na,32.35,5/10/23,VIORA,STEME,na,42.8,22.6,-0.315151515,1712,904,1159.67,1829.20,1.55,6.7,221,1.24,30
MA,2023,1,102,9/21/2022,1,25,10/10/22,24,4/13/22,CAPBP,na,na,59.24,5/31/22,CAPBP,STEME,na,153,6.2,-0.766037736,6120,248,1150.70,1935.59,3.55,6.83,526,2.39,30
MA,2023,1,113,10/28/2022,3,25,11/17/22,14,4/13/22,na,na,na,11.7,5/31/22,CHEAL,STEME,na,48.5,0.6,-0.940594059,1940,24,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,1,121,10/6/2022,2,25,10/27/22,18,4/13/22,CAPBP,na,na,26.4,5/31/22,CAPBP,STEME,MATMT,83.3,4.9,-0.584745763,3332,196,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,2,203,10/6/2022,2,25,10/27/22,9,4/13/22,CAPBP,na,na,20.53,6/1/22,CAPBP,STEME,na,50.2,2.4,-0.873015873,2008,96,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,2,216,9/21/2022,1,25,10/10/22,17,4/13/22,CAPBP,na,na,80.27,6/1/22,CAPBP,STEME,na,236.1,6.6,-0.639344262,9444,264,1150.70,1935.59,3.55,6.83,526,2.39,30
MA,2023,2,223,10/28/2022,3,25,11/17/22,20,4/13/22,na,na,na,15.72,6/1/22,CHEAL,STEME,na,58.5,0,-1,2340,0,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,3,302,10/28/2022,3,25,11/17/22,33,4/13/22,na,na,na,11.17,6/1/22,CHEAL,STEME,na,53.9,0,-1,2156,0,603.18,1388.07,2.75,6.86,561,2.25,30
MA,2023,3,314,10/6/2022,2,25,10/27/22,38,4/13/22,na,na,na,33.26,6/1/22,STEME,CAPBP,na,91,2.7,-0.801470588,3640,108,913.89,1698.78,3.05,7.01,547,2.24,30
MA,2023,3,323,9/21/2022,1,25,10/10/22,27,4/13/22,CAPBP,na,na,69.8,6/1/22,CAPBP,STEME,na,227.3,3.6,-0.811518325,9092,144,1150.70,1935.59,3.55,6.83,526,2.39,30
NY,2023,2,606,9/30/22,1,25,10/19/22,7,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VER_sp,VIOAR,120.2,24.4,-0.57712305,4808,976,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,2,305,10/12/22,2,25,10/31/22,24,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,115.7,1.6,-0.768115942,4628,64,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,2,404,10/25/22,3,25,11/16/22,17,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,na,na,61.2,0.4,-0.8,2448,16,777.2196632,1062.167674,13.4,6.61,119,3.39,30
NY,2023,1,101,9/30/22,1,25,10/19/22,25,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,na,na,133.3,13.8,-0.814016173,5332,552,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,3,309,9/30/22,1,25,10/19/22,26,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,VIOAR,na,180.3,10.4,-0.851002865,7212,416,1029.625464,1314.573475,27,6.6,15*,3.92,30
NY,2023,3,507,10/25/22,3,25,11/16/22,34,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,na,na,101.1,1.1,-0.872093023,4044,44,777.2196632,1062.167674,13.4,6.61,119,3.39,30
NY,2023,1,103,10/12/22,2,25,10/31/22,15,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,STEME,na,na,89.2,1.7,-0.961451247,3568,68,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,3,608,10/12/22,2,25,10/31/22,15,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,VIOAR,na,na,129.4,0.5,-0.983221477,5176,20,901.3908129,1186.338824,19.15,6.5,121,3.35,30
NY,2023,1,502,10/25/22,3,25,11/16/22,33,5/2/23,VER_sp,STEME,VIOAR,23.36,5/24/23,na,na,na,66.5,0,-1,2660,0,777.2196632,1062.167674,13.4,6.61,119,3.39,30
PA,2023,2,212,11/9/22,3,25,na,na,4/11/23,na,na,na,1.25,5/24/23,AMBEL,POLAV,PLAMA,40,1,-0.642857143,1600,40,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,3,301,11/9/22,3,25,na,na,4/11/23,POLAV,na,na,1.88,5/24/23,POLAV,CHEAL,na,80.8,0.6,-0.860465116,3232,24,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,2,215,10/24/22,2,25,11/29/22,18,4/11/23,na,na,na,1.62,5/24/23,POLAV,CHEAL,na,37.8,0.4,-0.916666667,1512,16,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,3,309,10/24/22,2,25,11/29/22,18,4/11/23,POAAN,na,na,9.99,5/24/23,TAROF,AMBEL,na,123.4,0.1,-0.958333333,4936,4,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,1,118,11/9/22,3,25,na,na,4/11/23,CARHI,na,na,5.82,5/24/23,CHEAL,POLAV,na,114,0.12,-0.990977444,4560,4.8,460.964738,1085.708771,29.7,5.88,41,2.52,30
PA,2023,2,202,10/10/22,1,25,11/1/22,17,4/11/23,na,na,na,9.38,5/24/23,STEME,na,na,135.6,0.03,-0.992105263,5424,1.2,805.1613401,1429.905374,15.75,5.88,62,2.46,30
PA,2023,1,101,10/24/22,2,25,11/29/22,20,4/11/23,na,na,na,18.04,5/24/23,na,na,na,123.9,0.01,-0.999264706,4956,0.4,679.8112328,1304.555266,29.6,5.83,39,2.53,30
PA,2023,1,111,10/10/22,1,25,11/1/22,19,4/11/23,na,na,na,22.03,5/24/23,na,na,na,178.2,0,-1,7128,0,805.1613401,1429.905374,15.75,5.88,62,2.46,30
PA,2023,3,315,10/10/22,1,25,11/1/22,16,4/11/23,na,na,na,8.02,5/24/23,na,na,na,109.8,0,-1,4392,0,805.1613401,1429.905374,15.75,5.88,62,2.46,30
UMD,2023,3,310,10/31/22,2,25,11/14/22,16,3/28/23,VERPE,na,na,21.02,5/8/23,VIORA,na,na,288.3,2.7,-0.602941176,11532,108,1004.59,1748.57,11.95,6.37,70,2.11,30
UMD,2023,3,313,10/24/22,1,25,11/5/22,18,3/28/23,POANN,LAMAM,ERICA,48.82,5/8/23,POANN,na,na,142.2,14.2,-0.73358349,5688,568,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,2,210,11/14/22,3,25,12/12/22,22,3/28/23,VERPE,POANN,ALLVI,3.71,5/8/23,POANN,na,na,135.1,1.3,-0.754716981,5404,52,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,1,115,11/14/22,3,25,12/12/22,5,3/28/23,POANN,na,na,8.54,5/8/23,POANN,na,na,123.3,2.5,-0.874371859,4932,100,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,3,304,11/14/22,3,25,12/12/22,34,3/28/23,VERPE,na,na,21.06,5/8/23,VERPE,na,na,171.5,1.6,-0.942857143,6860,64,723.17,1467.14,9.25,6.3,44,1.98,30
UMD,2023,2,203,10/31/22,2,25,11/14/22,9,3/28/23,na,na,na,27.42,5/8/23,VIORA,na,na,207,2,-0.947916667,8280,80,1004.59,1748.57,11.95,6.37,70,2.11,30
UMD,2023,1,103,10/24/22,1,25,11/5/22,22,3/28/23,POANN,CERVU,na,36.06,5/8/23,VIORA,POANN,na,125.9,1.5,-0.961439589,5036,60,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,2,216,10/24/22,1,25,11/5/22,11,3/28/23,POANN,VERPE,VIORA,30.24,5/8/23,VIORA,POANN,na,215.5,1.3,-0.972689076,8620,52,1114.47,1858.45,9.5,6.61,46,2.17,30
UMD,2023,1,109,10/31/22,2,25,11/14/22,9,3/28/23,POANN,na,na,24.43,5/8/23,POANN,na,na,120.9,0.8,-0.972972973,4836,32,1004.59,1748.57,11.95,6.37,70,2.11,30
VT,2023,3,305,9/12/22,1,25,9/29/22,22,4/6/23,na,na,na,78.89,5/30/23,CAPBP,POAAN,na,391.95,2.3,-0.765306122,15678,92,978.71,1745.48,38.4,6.71,54,4.04,30
VT,2023,1,130,10/10/22,3,25,10/27/22,13,4/6/23,na,na,na,2.91,5/30/23,CAPBP,CERFO,na,78.03,1.6,-0.882352941,3121.2,64,542.92,1309.70,42.7,6.13,66,3.75,30
VT,2023,4,409,9/19/22,1.5,25,10/4/22,18,4/6/23,SINAR,na,na,71,5/30/23,na,na,na,374.81,0.3,-0.942307692,14992.4,12,825.81,1592.58,5.85,6.71,38,3.34,30
VT,2023,2,226,10/10/22,3,25,10/27/22,20,4/6/23,na,na,na,11.48,5/30/23,na,na,na,170.57,0.2,-0.953488372,6822.8,8,542.92,1309.70,42.7,6.13,66,3.75,30
VT,2023,4,416,9/24/22,2,25,10/10/22,30,4/6/23,na,na,na,73.95,5/30/23,CAPBP,na,na,449.55,0.9,-0.962025316,17982,36,743.41,1510.18,14.9,6.96,43,3.74,30
VT,2023,1,112,9/19/22,1.5,25,10/4/22,32,4/6/23,na,na,na,69.49,5/30/23,CERFO,na,na,362.73,0.4,-0.990291262,14509.2,16,825.81,1592.58,5.85,6.71,38,3.34,30
VT,2023,3,318,9/24/22,2,25,10/10/22,15,4/6/23,na,na,na,41.77,5/30/23,CERFO,na,na,249.33,0.2,-0.993957704,9973.2,8,743.41,1510.18,14.9,6.96,43,3.74,30
VT,2023,3,311,9/19/22,1.5,25,10/4/22,22,4/6/23,CERFO,na,na,69.39,5/30/23,CERFO,na,na,287.45,0.3,-0.995447648,11498,12,825.81,1592.58,5.85,6.71,38,3.34,30
VT,2023,1,116,9/24/22,2,25,10/10/22,12,4/6/23,na,na,na,44.87,5/30/23,CAPBP,na,na,253.78,0.1,-0.996226415,10151.2,4,743.41,1510.18,14.9,6.96,43,3.74,30
VT,2023,4,403,9/12/22,1,25,9/29/22,22,4/6/23,na,na,na,74.83,5/30/23,CAPBP,na,na,237.89,0.02,-0.999535963,9515.6,0.8,978.71,1745.48,38.4,6.71,54,4.04,30
VT,2023,1,102,9/12/22,1,25,9/29/22,20,4/6/23,na,na,na,85.68,5/30/23,na,na,na,325.15,0,-1,13006,0,978.71,1745.48,38.4,6.71,54,4.04,30
VT,2023,1,120,10/3/22,2.5,25,10/20/22,20,4/6/23,na,na,na,44.89,5/30/23,na,na,na,204.89,0,-1,8195.6,0,617.1164091,1383.892789,26.95,6.49,54,3.38,30
VT,2023,2,205,9/12/22,1,25,9/29/22,34,4/6/23,na,na,na,84.58,5/30/23,na,na,na,289.04,0,-1,11561.6,0,978.71,1745.48,38.4,6.71,54,4.04,30
VT,2023,2,212,9/19/22,1.5,25,10/4/22,48,4/6/23,na,na,na,53.84,5/30/23,na,na,na,295.46,0,-1,11818.4,0,825.81,1592.58,5.85,6.71,38,3.34,30
VT,2023,2,215,9/24/22,2,25,10/10/22,26,4/6/23,na,na,na,68.49,5/30/23,na,na,na,327.9,0,-1,13116,0,743.41,1510.18,14.9,6.96,43,3.74,30
VT,2023,2,224,10/3/22,2.5,25,10/20/22,37,4/6/23,na,na,na,30.8,5/30/23,na,na,na,137.93,0,-1,5517.2,0,617.1164091,1383.892789,26.95,6.49,54,3.38,30
VT,2023,3,323,10/3/22,2.5,25,10/20/22,13,4/6/23,na,na,na,10.9,5/30/23,na,na,na,141.05,0,-1,5642,0,617.1164091,1383.892789,26.95,6.49,54,3.38,30
VT,2023,3,330,10/10/22,3,25,10/27/22,15,4/6/23,na,na,na,11.46,5/30/23,na,na,na,132.94,0,-1,5317.6,0,542.92,1309.70,42.7,6.13,66,3.75,30
VT,2023,4,423,10/3/22,2.5,25,10/20/22,21,4/6/23,na,na,na,20.26,5/30/23,na,na,na,180.2,0,-1,7208,0,617.1164091,1383.892789,26.95,6.49,54,3.38,30
VT,2023,4,427,10/10/22,3,25,10/27/22,38,4/6/23,na,na,na,33.86,5/30/23,na,na,na,290.61,0,-1,11624.4,0,542.92,1309.70,42.7,6.13,66,3.75,30
BARC,2022,3,312,oct4,1,30,10/19/21,23,3/8/22,VERPG,STEME,VICVI,89.35,5/11/22,VICVI,VIOAR,STEME,250.2,42,-0.628647215,10008,1680,1327.16,2138.35,13.901,6.58,63,2.38,30
BARC,2022,2,213,oct4,1,30,10/19/21,18,3/8/22,LAMAM,STEME,unknown,50.48,5/11/22,VICVI,STEME,CARHI,112.3,20.5,-0.726301736,4492,820,1327.16,2138.35,13.901,6.58,63,2.38,30
BARC,2022,1,103,oct4,1,30,10/19/21,21,3/8/22,LAMAM,STEME,VICVI,83.18,5/11/22,VICVI,VIOAR,na,278.1,24,-0.776328052,11124,960,1327.16,2138.35,13.901,6.58,63,2.38,30
BARC,2022,1,112,oct21,2,30,11/6/21,30,3/8/22,VERPG,LAMAM,VICVI,81.05,5/11/22,VICVI,ANTCO,STEME,177.1,43.9,-0.248287671,7084,1756,880.43,1691.62,25.0335,6.53,56,2.38,30
BARC,2022,3,315,oct21,2,30,11/6/21,20,3/8/22,VERPG,LAMAM,STEME,79.72,5/11/22,VICVI,CAPBP,POATR,246.9,16.27,-0.816779279,9876,650.8,880.43,1691.62,25.0335,6.53,56,2.38,30
BARC,2022,2,206,oct21,2,30,11/6/21,28,3/8/22,LAMAM,unknown,STEME,67.32,5/11/22,STEME,CARHI,THLAR,333.3,6.37,-0.894361526,13332,254.8,880.43,1691.62,25.0335,6.53,56,2.38,30
BARC,2022,1,114,nov10,3,30,12/3/21,11,3/8/22,VERPG,LAMAM,na,49.17,5/11/22,VICVI,VERPG,na,104.2,44.9,-0.328849028,4168,1796,594.16,1405.35,10.971,6.91,76,1.52,30
BARC,2022,2,208,nov10,3,30,12/3/21,3,3/8/22,LAMAM,VERPG,STEME,26.48,5/11/22,VERPG,STEME,CAPBP,83.8,13.1,-0.48015873,3352,524,594.16,1405.35,10.971,6.91,76,1.52,30
BARC,2022,3,301,nov10,3,30,12/3/21,22,3/8/22,LAMAM,LAMPU,VERPG,46.59,5/11/22,VICVI,VIOAR,STEME,43,44.9,-0.698455339,1720,1796,594.16,1405.35,10.971,6.91,76,1.52,30
DE,2022,1,104,10/13/22,1,30,11/10/21,12,3/29/22,ERPVE,LAMAM,HLOUM,17.55,5/12/22,na,na,na,62.6,na,na,2504,na,1369.683519,2006.690112,na,na,na,na,30
DE,2022,2,216,10/13/22,1,30,11/10/21,15,3/29/22,ERPVE,LAMAM,OEOLA,21.87,5/12/22,na,na,na,78,na,na,3120,na,1369.683519,2006.690112,na,na,na,na,30
